Rank,Company Name,3-Year % Growth,Revenue,Industry,# of Employees,City,State
956, Innovar Group, 318%, $12 million, Human Resources, 98, Greenwood Village, CO
957, Quadrant Financial, 318%, $15.5 million, Financial Services, 30, Louisville, KY
958, AIT Laboratories, 318%, $68.2 million, Health, 477, Indianapolis, IN
959, Climate Control Mechanical Services, 318%, $6.3 million, Construction, 125, Ocala, FL
960, Seattle Coffee Gear, 318%, $6.5 million, Retail, 20, Lynnwood, WA
961, Best Rate Referrals, 317%, $3.1 million, Advertising & Marketing, 25, Las Vegas, NV
962, Affinity, 317%, $12.4 million, IT Services, 45, Milwaukee, WI
963, Legacy Contracting Solutions, 317%, $2.7 million, Construction, 30, Lake Park, FL
964, Carpathia Hosting, 316%, $52.9 million, IT Services, 109, Dulles, VA
965, Telesphere, 316%, $21.5 million, Telecommunications, 105, Scottsdale, AZ
966, NetDirector, 316%, $2.2 million, Software, 9, Tampa, FL
967, All Web Leads, 315%, $56.6 million, Insurance, 42, Austin, TX
968, Engage, 315%, $8.6 million, Advertising & Marketing, 120, Frederick, MD
969, DOMA Technologies, 315%, $19.5 million, Business Products & Services, 198, Virginia Beach, VA
970, IMVU, 315%, $38.2 million, Consumer Products & Services, 93, Mountain View, CA
971, HeiTech Services, 315%, $44 million, Government Services, 419, Landover, MD
972, Imagine Learning, 315%, $21.1 million, Software, 170, Provo, UT
973, CDW Merchants, 314%, $6.9 million, Business Products & Services, 15, Lincolnwood, IL
974, D&K Engineering, 314%, $30 million, Manufacturing, 200, San Diego, CA
975, Qoncert, 314%, $6.1 million, IT Services, 25, Tampa, FL
976, Probus OneTouch, 314%, $7.7 million, Retail, 27, Plymouth, MN
977, RFIP, 314%, $6.1 million, Telecommunications, 40, Oklahoma City, OK
978, Solutions Made Simple, 313%, $19.9 million, Government Services, 65, Reston, VA
979, Integrated Secure, 313%, $6.1 million, IT Services, 32, The Woodlands, TX
980, MaeTec Power, 312%, $6.7 million, Telecommunications, 17, Fairport, NY
981, Lusive Decor, 312%, $6.9 million, Manufacturing, 37, Los Angeles, CA
982, Elite SEM, 312%, $5.4 million, Advertising & Marketing, 20, Philadelphia, PA
983, Summit Imaging, 312%, $4.6 million, Health, 14, Woodinville, WA
984, Scrap Metal Services, 311%, $177.8 million, Manufacturing, 300, Burnham, IL
985, Bay Computing Group, 311%, $2.6 million, IT Services, 20, Concord, CA
986, Go2 Communications, 311%, $25.9 million, Telecommunications, 6, Woburn, MA
987, MetroStar Systems, 311%, $14 million, IT Services, 106, Reston, VA
988, Harkcon, 311%, $3.1 million, Government Services, 19, Fredericksburg, VA
989, Integrity Alarms, 310%, $6.5 million, Security, 19, Fullerton, CA
990, Good Solutions Group, 310%, $2.9 million, Advertising & Marketing, 6, Pasadena, CA
991, Performance Architects, 310%, $3.6 million, Business Products & Services, 11, Boston, MA
992, Abacus Solutions Group, 310%, $7.4 million, IT Services, 78, San antonio, TX
993, e-Storm International, 309%, $12.9 million, Advertising & Marketing, 18, San Francisco, CA
994, Disability Group, 309%, $14.3 million, Consumer Products & Services, 183, Los Angeles, CA
995, Mom Central Consulting, 309%, $3 million, Advertising & Marketing, 20, Newton, MA
996, LPS Integration, 308%, $31.2 million, IT Services, 53, Nashville, TN
997, Rapid7, 307%, $19.2 million, Security, 200, Boston, MA
998, Kriser's, 307%, $6 million, Retail, 58, Chicago, IL
999, Sullivan and Cogliano Training Centers, 307%, $11.1 million, Education, 90, Brockton, MA
1000, Midwest Golf & Turf, 307%, $20 million, Business Products & Services, 27, Cincinnati, OH
1001, PARS Environmental, 307%, $10 million, Environmental Services, 47, Robbinsville, NJ
1002, MyCustomerData.com, 306%, $6.6 million, Advertising & Marketing, 36, Mission Viejo, CA
1003, BizXchange, 305%, $9.3 million, Business Products & Services, 39, Bellevue, WA
1004, Software Transformations, 305%, $9.9 million, IT Services, 78, Addison, TX
1005, Systems Products and Solutions, 305%, $18.7 million, Government Services, 97, HUNTSVILLE, AL
1006, PetPlace.com, 305%, $2.9 million, Media, 8, Boca Raton, FL
1007, LDJ Productions, 305%, $10.2 million, Business Products & Services, 10, New York, NY
1008, Jabian Consulting, 305%, $9.3 million, IT Services, 50, Atlanta, GA
1009, Kyriba, 305%, $16 million, Software, 130, La Jolla, CA
1010, IntelePeer, 304%, $111.5 million, Telecommunications, 115, San Mateo, CA
1011, Sunshine Minting, 304%, $698.6 million, Manufacturing, 220, Coeur d' Alene, ID
1012, Catapult Consultants, 304%, $13.4 million, Government Services, 162, Arlington, VA
1013, Azimuth, 303%, $7.5 million, Government Services, 37, Dayton, OH
1014, Hathaway, 302%, $5.4 million, Energy, 10, Bakersfield, CA
1015, Gramercy Insurance, 301%, $72.1 million, Insurance, 21, Norcross, GA
1016, Windy City Distribution, 300%, $14.9 million, Food & Beverage, 32, Warrenville, IL
1017, Capital Processing Int'l, 300%, $5.1 million, Software, 4, Tarzana, CA
1018, BriMar Wood Innovations, 299%, $4.6 million, Consumer Products & Services, 52, Goshen, IN
1019, Silverton Mortgage Specialists, 299%, $5.3 million, Financial Services, 78, Atlanta, GA
1020, CityTwist, 299%, $4.5 million, Advertising & Marketing, 50, Boca Raton, FL
1021, Health Systems International, 298%, $42.1 million, Health, 220, Indianapolis, IN
1022, Smarsh, 298%, $14.8 million, IT Services, 90, Portland, OR
1023, Nationstar Mortgage, 298%, $184.1 million, Financial Services, 2176, Lewisville, TX
1024, RASIRC, 297%, $4.5 million, Manufacturing, 26, San Diego, CA
1025, Sigmaways, 296%, $2.6 million, IT Services, 40, Fremont, CA
1026, TRIS3CT, 296%, $10.2 million, Advertising & Marketing, 84, Chicago, IL
1027, American Marine, 296%, $26 million, Manufacturing, 37, Cocoa, FL
1028, eGlobalTech, 296%, $11.6 million, IT Services, 75, Arlington, VA
1029, AdvantEdge Healthcare Solutions, 296%, $30 million, Health, 550, Warren, NJ
1030, EverydayFamily, 296%, $5.2 million, Media, 13, Tampa, FL
1031, Luca Technologies, 295%, $2.4 million, Energy, 73, Golden, CO
1032, Tillage Construction, 294%, $7.7 million, Construction, 14, Baton Rouge, LA
1033, Razor Technical Staffing, 294%, $4.5 million, Human Resources, 103, Denver, CO
1034, Scorpion Design, 292%, $8.2 million, Advertising & Marketing, 41, Valencia, CA
1034, Astor & Black Custom Clothiers, 293%, $20.6 million, Consumer Products & Services, 103, Columbus, OH
1035, Chiro One Wellness Centers, 292%, $44.9 million, Health, 475, Oak Brook, IL
1036, Nuun & Company, 292%, $3.7 million, Food & Beverage, 18, Seattle, WA
1037, Almer/Blank, 291%, $2.4 million, Software, 7, Venice, CA
1038, Spectraforce Technologies, 291%, $31 million, IT Services, 625, Raleigh, NC
1039, Advanced Government Solutions, 291%, $6.2 million, Government Services, 63, Bowie, MD
1040, Putney, 291%, $9.5 million, Health, 12, Portland, ME
1041, EventEQ, 291%, $3.4 million, Business Products & Services, 20, Columbia, MD
1042, General Informatics, 289%, $4.7 million, IT Services, 24, Baton Rouge, LA
1043, SVK Systems, 289%, $13 million, IT Services, 245, Johns Creek, GA
1044, International Checkout, 289%, $14.4 million, Logistics & Transportation, 33, Van Nuys, CA
1045, NPI Solutions, 289%, $20.2 million, Manufacturing, 190, San Jose, CA
1046, The Media Crew, 289%, $5.8 million, Advertising & Marketing, 18, Largo, FL
1047, EverStaff, 289%, $10.2 million, Human Resources, 37, Independence, OH
1048, Comfort Medical Supply, 289%, $8.3 million, Health, 42, Ormond Beach, FL
1049, Lunexa, 289%, $7.7 million, IT Services, 60, San Francisco, CA
1050, FlexPrint, 289%, $19.8 million, Business Products & Services, 81, Tempe, AZ
1051, CablesandKits.com, 288%, $7.6 million, Computer Hardware, 30, Buford, GA
1052, BodyGuardz, 288%, $4.1 million, Consumer Products & Services, 38, Bluffdale, UT
1053, Subco, 288%, $10.8 million, Business Products & Services, 35, Fresno, CA
1054, Capital Reconstruction, 287%, $4 million, Construction, 21, Houston, TX
1055, ddFoodSolutions, 287%, $10.8 million, Food & Beverage, 152, Tucker, GA
1056, Ronin Staffing, 287%, $3.5 million, Human Resources, 10, Burbank, CA
1057, NewsGator Technologies, 286%, $15.9 million, Software, 85, Denver, CO
1058, Fiesta Insurance Franchise, 286%, $5.4 million, Insurance, 18, Huntington Beach, CA
1059, Parkside Lending, 286%, $9.2 million, Financial Services, 72, San Francisco, CA
1060, AASKI Technology, 285%, $12.5 million, IT Services, 88, Ocean, NJ
1061, RailComm, 285%, $14.7 million, Software, 60, Fairport, NY
1062, Woodbolt International, 285%, $14.9 million, Consumer Products & Services, 54, Bryan, TX
1063, Troll and Toad, 285%, $15.3 million, Retail, 175, Corbin, KY
1064, MSI Credit Solutions, 284%, $3.2 million, Financial Services, 45, Frisco, TX
1065, Brindley Beach Vacations & Sales, 284%, $7.7 million, Travel, 57, Corolla, NC
1066, Technology Support, 283%, $11.8 million, IT Services, 17, Houston, TX
1067, Ocenture, 283%, $18.1 million, Business Products & Services, 21, Jacksonville, FL
1068, Net2EZ, 282%, $27.9 million, Telecommunications, 42, Century City, CA
1069, True Process, 282%, $4.8 million, Health, 38, Glendale, WI
1070, The Imagine Companies, 281%, $2.1 million, Business Products & Services, 8, Severna Park, MD
1071, Nations Reliable Lending, 281%, $7.4 million, Financial Services, 104, Houston, TX
1072, LinkConnector, 281%, $2.7 million, Advertising & Marketing, 14, Cary, NC
1073, U.S. LED, 281%, $24.3 million, Manufacturing, 40, Houston, TX
1074, Digitalsmiths, 281%, $2 million, Software, 38, Durham, NC
1075, etransmedia Technology, 281%, $17 million, Health, 160, Troy, NY
1076, HPC Solutions, 281%, $6.5 million, Government Services, 32, Lakewood, CO
1077, Triunity Engineering & Management, 281%, $4.7 million, Engineering, 28, Denver, CO
1078, P3S, 281%, $25.1 million, Government Services, 367, San Antonio, TX
1079, PlumChoice, 280%, $44.3 million, IT Services, 637, Billerica, MA
1080, ArdentMC, 280%, $5.5 million, Government Services, 25, Reston, VA
1081, Blue Microphones, 280%, $13 million, Consumer Products & Services, 35, Westlake Village, CA
1082, VisionSoft International, 280%, $5.7 million, IT Services, 65, Lawrenceville, GA
1083, Estes Forwarding Worldwide, 280%, $80.5 million, Logistics & Transportation, 176, Richmond, VA
1084, Morcom International, 279%, $4.7 million, Telecommunications, 20, Chantilly, VA
1085, Allied Environmental Services, 279%, $33.8 million, Construction, 285, Sherman Oaks, CA
1086, Andera, 279%, $8.1 million, Software, 60, Providence, RI
1087, A-T Solutions, 278%, $128.6 million, Government Services, 580, Vienna, VA
1088, Salesify, 278%, $3.3 million, Advertising & Marketing, 203, Redwood City, CA
1089, Integra Partners, 278%, $30 million, Health, 14, Brooklyn, NY
1090, c5 Wealth Management, 277%, $2.9 million, Financial Services, 9, Great Falls, VA
1091, Genesis Today, 277%, $59.7 million, Health, 134, Austin, TX
1092, MediaForge, 277%, $2.1 million, Advertising & Marketing, 17, Midvale, UT
1093, GATR Technologies, 277%, $6.9 million, Telecommunications, 26, Huntsville, AL
1094, Payscape Advisors, 275%, $5.3 million, Financial Services, 100, Atlanta, GA
1095, Home Trends & Design, 275%, $6.9 million, Consumer Products & Services, 12, Austin, TX
1096, iCore Networks, 275%, $19.3 million, Telecommunications, 98, McLean, VA
1097, Pro Teck Valuation Services, 275%, $40.8 million, Real Estate, 149, Waltham, MA
1098, Listen Up Espanol, 274%, $10.7 million, Business Products & Services, 535, Portland, ME
1099, Liberty Paper, 274%, $23.5 million, Business Products & Services, 13, Los Angeles, CA
1100, Netarx, 274%, $63.2 million, IT Services, 217, Auburn Hills, MI
1101, Global DMS, 273%, $2.7 million, Real Estate, 14, Lansdale, PA
1102, Sain Engineering Associates, 272%, $14.4 million, Energy, 101, Birmingham, AL
1103, Billtrust, 272%, $25.1 million, Business Products & Services, 66, Hamilton, NJ
1104, Which Wich Superior Sandwiches, 272%, $59.5 million, Food & Beverage, 1820, Dallas, TX
1105, YapStone, 271%, $39 million, Financial Services, 69, Walnut Creek, CA
1106, Top Flite Financial, 271%, $11.6 million, Financial Services, 225, Williamston, MI
1107, Recon Logistics, 271%, $21.5 million, Logistics & Transportation, 14, Chagrin Falls, OH
1108, Ignite USA, 270%, $39.9 million, Consumer Products & Services, 21, Chicago, IL
1109, Quality Logo Products, 270%, $11.4 million, Business Products & Services, 42, Aurora, IL
1110, Online Rewards, 269%, $10.6 million, Business Products & Services, 30, Dallas, TX
1111, Covario, 269%, $22.2 million, Advertising & Marketing, 121, San Diego, CA
1112, 5AM Solutions, 269%, $12.9 million, Health, 48, Reston, VA
1113, Coleman Research Group, 269%, $28.7 million, Financial Services, 150, New York, NY
1114, Bioengineering Group, 269%, $9.2 million, Environmental Services, 62, Salem, MA
1115, SEI- Boston, 268%, $6.5 million, IT Services, 26, Boston, MA
1116, Oh My Crafts, 268%, $7.6 million, Retail, 57, Alpine, UT
1117, One Technologies, 267%, $59.8 million, Advertising & Marketing, 118, Dallas, TX
1118, Alpine Payment Systems, 267%, $3.9 million, Financial Services, 103, Vancouver, WA
1119, Brightway Insurance, 267%, $12.9 million, Insurance, 315, Jacksonville, FL
1120, Integreon, 266%, $87.5 million, Business Products & Services, 1825, Los Angeles, CA
1121, REPAY - Realtime Electronic Payments, 265%, $2.4 million, Financial Services, 6, Atlanta, GA
1122, Ubermind, 265%, $9.1 million, Software, 80, Seattle, WA
1123, Junk my Car, 265%, $12.1 million, Environmental Services, 52, Shelton, CT
1124, Merchandize Liquidators, 265%, $2.2 million, Business Products & Services, 9, Miami Gardens, FL
1125, M-Pak, 265%, $6.1 million, Business Products & Services, 7, Aledo, TX
1126, Carahsoft Technology, 264%, $834.5 million, Government Services, 180, Reston, VA
1127, Viverae, 264%, $8.2 million, Health, 136, Dallas, TX
1128, Connexion Technologies, 263%, $30 million, Telecommunications, 612, Cary, NC
1129, IT America, 263%, $6.5 million, IT Services, 120, Edison, NJ
1130, N2 Publishing, 263%, $7.6 million, Media, 20, Wilmington, NC
1131, Rhea Lana's Children's Consignment Events, 263%, $2.8 million, Consumer Products & Services, 7, Conway, AR
1132, Utopia, 263%, $11.5 million, IT Services, 197, Mundelein, IL
1133, Pen Boutique, 262%, $2.6 million, Retail, 17, Columbia, MD
1134, e-Rewards, 262%, $242.1 million, Advertising & Marketing, 1009, Plano, TX
1135, KBA Docusys, 262%, $9.6 million, Business Products & Services, 45, Union City, CA
1136, VIP Communications, 262%, $20.4 million, Telecommunications, 50, Ashburn, VA
1137, revstream, 262%, $3 million, Software, 10, Palo Alto, CA
1138, US Media Consulting, 262%, $11.9 million, Advertising & Marketing, 40, Miami, FL
1139, Charity Dynamics, 261%, $3.1 million, Business Products & Services, 27, Austin, TX
1140, cPrime, 261%, $9.3 million, IT Services, 50, Foster City, CA
1141, Morton Consulting, 261%, $6.3 million, IT Services, 55, Glen Allen, VA
1142, Hatteras Funds, 261%, $35.2 million, Financial Services, 52, Raleigh, NC
1143, iClick, 261%, $16.5 million, Advertising & Marketing, 37, Seattle, WA
1144, Tilson Technology Management, 260%, $3.4 million, Telecommunications, 27, Portland, ME
1145, Kavaliro, 259%, $3.6 million, Human Resources, 110, Orlando, FL
1146, Advanced Assembly, 259%, $13.6 million, Engineering, 64, Aurora, CO
1147, MPG Logistics, 259%, $2.3 million, Logistics & Transportation, 4, Macedon, NY
1148, Path-Tec, 258%, $4.3 million, Health, 39, Columbus, GA
1149, Ampcus, 258%, $9.7 million, IT Services, 150, CHANTILLY, VA
1150, Boundary Systems, 257%, $2.8 million, IT Services, 18, Cleveland, OH
1151, Tantus Technologies, 257%, $15.4 million, Government Services, 78, Washington, DC
1152, Suntrade Export Services, 257%, $11.7 million, Food & Beverage, 4, Sherman Oaks, CA
1153, Accurate Group, 257%, $16.6 million, Real Estate, 111, Cleveland, OH
1154, SA Photonics, 257%, $6.7 million, Engineering, 30, Los Gatos, CA
1155, JKMilne Asset Management, 256%, $3.6 million, Financial Services, 7, Fort Myers, FL
1156, The Nerdery, 256%, $14.2 million, Software, 165, Bloomington, MN
1157, Smilebuilderz, 256%, $8.7 million, Health, 112, Lancaster, PA
1158, Primus Design Services, 256%, $4 million, Engineering, 8, Woodstock, GA
1159, Monogram Food Solutions, 256%, $157.3 million, Food & Beverage, 806, Memphis, TN
1160, Bonanza Creek Energy, 256%, $49.7 million, Energy, 65, Denver, CO
1161, Frac Tech Services, 255%, $1.3 billion, Energy, 2262, Cisco, TX
1162, Aero Tech Designs Cyclewear, 255%, $2.2 million, Retail, 23, Coraopolis, PA
1163, Lead Tracking Solutions, 255%, $3.8 million, Software, 20, Costa Mesa, CA
1164, Environmental Management Specialists, 254%, $14.2 million, Environmental Services, 38, Cleveland, OH
1165, Geo-Solutions, 254%, $17.8 million, Environmental Services, 35, New Kensington, PA
1166, Streamlite, 254%, $143.5 million, Logistics & Transportation, 682, Atlanta, GA
1167, Swiss Teknik, 254%, $3.9 million, Logistics & Transportation, 5, TEMPE, AZ
1168, Cardinal Resources, 254%, $3.3 million, Environmental Services, 14, Pittsburgh, PA
1169, Bird Rock Systems, 253%, $4.4 million, IT Services, 6, San Diego, CA
1170, OSM Worldwide, 253%, $27.4 million, Logistics & Transportation, 48, Bensenville, IL
1171, eZanga.com, 253%, $10.1 million, Advertising & Marketing, 45, Middletown, DE
1172, DataMetrix, 252%, $6.3 million, Health, 66, Salt Lake City, UT
1173, Kayak Software, 252%, $170.7 million, Travel, 148, Norwalk, CT
1174, BackgroundChecks.com, 252%, $20.3 million, Human Resources, 53, Dallas, TX
1175, My Computer Works, 252%, $2.5 million, IT Services, 50, Scottsdale, AZ
1176, AXIA Consulting, 252%, $9.6 million, IT Services, 29, Columbus, OH
1177, Saturna Capital, 252%, $34.4 million, Financial Services, 64, Bellingham, WA
1178, Consultants 2 Go, 252%, $5.1 million, Advertising & Marketing, 30, Newark, NJ
1179, Monster Scooter Parts, 252%, $3 million, Retail, 14, Mechanicsville, MD
1180, Halus Power Systems, 251%, $2.2 million, Energy, 10, San Leandro, CA
1181, Lynda.com, 250%, $49.9 million, Education, 141, Carpinteria, CA
1182, HopStop, 250%, $2 million, Software, 15, New York, NY
1183, Array Information Technology, 250%, $46.7 million, IT Services, 157, Greenbelt, MD
1184, MindBody, 250%, $12.4 million, Software, 215, San Luis Obispo, CA
1185, Modern American Recycling Services, 249%, $41.4 million, Environmental Services, 12, Mandeville, LA
1186, Children's Progress, 249%, $3.3 million, Education, 19, New York, NY
1187, Wojcik Builders, 249%, $7.3 million, Construction, 20, Oakwood Village, OH
1188, National Charity Services, 248%, $2.5 million, Business Products & Services, 14, Washington, DC
1189, Cornerstone Mortgage, 248%, $14.2 million, Financial Services, 72, St. Louis, MO
1190, Contour Data Solutions, 248%, $4 million, IT Services, 13, Trevose, PA
1191, Five Nines Technology Group, 248%, $5.5 million, IT Services, 37, Lincoln, NE
1192, RBA, 247%, $19.4 million, IT Services, 138, Wayzata, MN
1193, Neta Scientific, 247%, $20.2 million, Business Products & Services, 18, Hainesport, NJ
1194, Edifecs, 247%, $40.9 million, Software, 221, Bellevue, WA
1195, Invenios, 246%, $3.3 million, Engineering, 34, Santa Barbara, CA
1196, Universal Mind, 246%, $22.3 million, Business Products & Services, 59, Golden, CO
1197, Mayor Logistics, 246%, $5.3 million, Logistics & Transportation, 10, Gardena, CA
1198, National Medtrans Network, 246%, $5.8 million, Health, 10, Ronkonkoma, NY
1199, EuroFix, 246%, $3.3 million, Consumer Products & Services, 23, Nashville, TN
1200, Universal SmartComp, 246%, $122.2 million, Health, 170, Washington, PA
1201, Diplomat Specialty Pharmacy, 246%, $577.5 million, Health, 452, Flint, MI
1202, Direct Title Solutions, 245%, $2.2 million, Real Estate, 16, Winchester, VA
1203, M86 Security, 245%, $57.6 million, Software, 344, Orange, CA
1204, Primescape Solutions, 245%, $47.3 million, IT Services, 160, Herndon, VA
1205, Prep Sportswear, 245%, $9.8 million, Consumer Products & Services, 38, Seattle, WA
1206, Audigy Group, 245%, $17 million, Health, 87, Vancouver, WA
1207, Russtel, 245%, $16.4 million, Telecommunications, 1, Flushing, NY
1208, The Launch Pad, 245%, $5.6 million, IT Services, 24, Odessa, FL
1209, Prodigy Diabetes Care, 244%, $32.3 million, Health, 85, Charlotte, NC
1210, Expedien, 244%, $17 million, IT Services, 92, Houston, TX
1211, LetterStream, 244%, $3 million, Business Products & Services, 12, Scottsdale, AZ
1213, The Compliance Doctor, 243%, $2.4 million, Health, 5, Los Angeles, CA
1214, Elgia, 243%, $4 million, Business Products & Services, 40, Alpharetta, GA
1215, eMortgage Logic, 242%, $63.8 million, Real Estate, 127, City*North Richland, TX
1216, Pro Computer Service, 242%, $5.9 million, IT Services, 20, Marlton, NJ
1217, Decision Lens, 241%, $6.7 million, Software, 26, Arlington, VA
1218, 206inc, 241%, $8.8 million, Advertising & Marketing, 23, Seattle, WA
1219, NewBath, 241%, $7.9 million, Construction, 65, New Orleans, LA
1220, BrickHouse Security, 241%, $16.8 million, Security, 44, New York, NY
1221, JleviSW.com, 241%, $2.2 million, Retail, 8, Santa Clara, CA
1222, Nuclear Safety Associates, 241%, $18.9 million, Engineering, 108, Johnson City, TN
1223, The Yankee Retail Company, 240%, $13.7 million, Retail, 25, North Franklin, CT
1224, Spine & Sport, 240%, $4.6 million, Health, 101, Rincon, GA
1225, Ignify, 239%, $12.3 million, Software, 250, Long Beach, CA
1226, AutoClaims Direct, 239%, $8.1 million, Insurance, 52, Carlsbad, CA
1227, Capstone, 239%, $92 million, Government Services, 528, Alexandria, VA
1228, Millennium Corporation, 239%, $10.7 million, Government Services, 85, Arlington, VA
1229, Mitchell Communications Group, 239%, $7.2 million, Advertising & Marketing, 38, Fayetteville AR, AR
1230, RedChip, 239%, $11 million, Advertising & Marketing, 25, Maitland, FL
1231, CoreSys Consulting Services, 238%, $4.5 million, Government Services, 24, Alexandria, VA
1232, Dennis Corporation, 238%, $10.2 million, Engineering, 72, Columbia, SC
1233, Defender Direct, 238%, $256.2 million, Security, 1289, Indianapolis, IN
1234, Information Systems Solutions, 238%, $9.7 million, Government Services, 51, Rockville, MD
1235, Cen-Med Enterprises, 237%, $13.1 million, Retail, 25, New Brunswick, NJ
1236, Strike, 237%, $192.4 million, Energy, 1137, Spring, TX
1237, Anchor Innovation, 237%, $4.2 million, Government Services, 21, Virginia Beach, VA
1238, MarCom Group, 237%, $6.2 million, Advertising & Marketing, 20, Fairfax, VA
1239, TrySports, 237%, $5.4 million, Retail, 40, Mount Pleasant, SC
1240, Sandler Partners, 236%, $7.5 million, Telecommunications, 12, Manhattan Beach, CA
1241, Issue Media Group, 236%, $3.2 million, Media, 10, Detroit, MI
1242, Fine Solutions, 235%, $3.1 million, IT Services, 22, Lynnwood, WA
1243, WTS, 235%, $9.9 million, Government Services, 46, Rockville, MD
1244, Consolidated Waste Management, 235%, $8.3 million, Environmental Services, 12, Glastonbury, CT
1245, AAC Enterprises, 235%, $2 million, Consumer Products & Services, 13, Metairie, LA
1246, Savvy Rest, 235%, $4.2 million, Manufacturing, 15, Charlottesville, VA
1247, OriGen Biomedical, 234%, $3.8 million, Health, 32, Austin, TX
1248, ProDPI, 234%, $3.3 million, Business Products & Services, 36, Englewood, CO
1249, Spa Partisan, 233%, $4.6 million, Consumer Products & Services, 125, Austin, TX
1250, Underscore Marketing, 233%, $29.7 million, Advertising & Marketing, 18, New York, NY
1251, Educere, 233%, $2 million, Education, 10, Ambler, PA
1252, Thomas Title & Escrow, 233%, $3.3 million, Real Estate, 18, Scottsdale, AZ
1253, Linear Title & Closing, 233%, $17.9 million, Real Estate, 165, Middletown, RI
1254, ARG Financial Staffing, 233%, $2.4 million, Human Resources, 190, Knoxville, TN
1255, Raland Technologies, 233%, $3.3 million, Health, 120, Rockville, MD
1256, Street Moda, 233%, $5.4 million, Retail, 35, Louisville, KY
1257, Crescent Processing, 232%, $68.8 million, Financial Services, 211, Dallas, TX
1258, Primo Water, 232%, $44.6 million, Food & Beverage, 126, Winston-Salem, NC
1259, United Services of America, 231%, $17.2 million, Business Products & Services, 800, Stamford, CT
1260, Snikiddy, 231%, $4.5 million, Food & Beverage, 10, Boulder, CO
1261, TSA Consulting Group, 231%, $5.9 million, Government Services, 52, Fort Walton Beach, FL
1262, National Underclassmen Combine, 231%, $2.1 million, Consumer Products & Services, 15, Mahwah, NJ
1263, Chromatic Technologies, 230%, $8.2 million, Manufacturing, 33, Colorado Springs, CO
1264, 2HB Software Designs, 230%, $3.4 million, Government Services, 20, Columbia, MD
1265, Rustic Crust, 230%, $11.4 million, Food & Beverage, 72, Pittsfield, NH
1266, DSP Clinical Research, 230%, $22.7 million, Health, 31, Parsippany, NJ
1267, HealthCare Partners, 230%, $20.3 million, Health, 37, Lawrenceville, GA
1268, PropertyRate, 230%, $2.2 million, Real Estate, 3, Orange, CA
1269, Primatics Financial, 229%, $29.3 million, Financial Services, 152, McLean, VA
1270, Accent Electronic Systems Integrators, 229%, $13.2 million, Business Products & Services, 75, Bonita Springs, FL
1271, Owl Computing Technologies, 229%, $15.6 million, Security, 30, Ridgefield, CT
1272, BayFirst, 228%, $11.4 million, Government Services, 52, Washington, DC
1273, Source Technologies, 228%, $2.4 million, Energy, 15, Albuquerque, NM
1274, MTD Micro Molding, 228%, $5.3 million, Manufacturing, 19, Charlton, MA
1275, Just Between Friends Franchise Systems, 228%, $15.1 million, Retail, 6, Broken Arrow, OK
1276, AT-NET Services, 227%, $13.8 million, IT Services, 56, Charlotte, NC
1277, Paycom Payroll, 227%, $42.6 million, Business Products & Services, 416, Oklahoma City, OK
1278, Vision Technologies, 227%, $79 million, IT Services, 325, Glen Burnie, MD
1279, Data Path, 227%, $2.2 million, IT Services, 14, Modesto, CA
1280, Kenjya, 227%, $22.4 million, Government Services, 50, Columbia, MD
1281, C2 Education, 225%, $37 million, Education, 525, Duluth, GA
1282, U. S. Building Systems, 225%, $2.2 million, Construction, 12, Virginia Beach, VA
1283, G3 Translate, 225%, $2.8 million, Business Products & Services, 7, New York, NY
1284, Tangoe, 225%, $68.5 million, Software, 541, Orange, CT
1285, Alarys Home Health, 225%, $8.4 million, Health, 350, Scottsdale, AZ
1286, ClearLink, 225%, $38.4 million, Advertising & Marketing, 443, Salt Lake City, UT
1287, Wolfe.com, 225%, $64.9 million, Financial Services, 78, Pittsburgh, PA
1288, Seahorse Bioscience, 225%, $20.4 million, Health, 100, Billerica, MA
1289, EnerNex, 225%, $12.8 million, Energy, 48, Knoxville, TN
1290, Cambridge NanoTech, 224%, $17.6 million, Manufacturing, 34, Cambridge, MA
1291, Ingenium, 224%, $3.8 million, Environmental Services, 18, San Diego, CA
1292, TAPE, 224%, $21.6 million, Government Services, 137, Kingstowne, VA
1293, Idea Entity, 224%, $7.1 million, IT Services, 38, Bellevue, WA
1294, Vivo, 224%, $5.6 million, Human Resources, 15, Pleasanton, CA
1295, StarShine Planet, 223%, $2.1 million, Education, 31, Phoenix, AZ
1296, Wellkeeper, 223%, $2.7 million, Energy, 20, Albuquerque, NM
1297, Nexcess.net, 223%, $3.6 million, Telecommunications, 35, Southfield, MI
1298, HomeWetBar.com, 223%, $2.2 million, Retail, 10, Oklahoma City, OK
1299, 3 Phoenix, 223%, $32 million, Government Services, 118, Chantilly, VA
1300, Gonzalez, 222%, $5.5 million, Engineering, 48, Belleville, IL
1301, Academix Direct, 222%, $14.2 million, Advertising & Marketing, 27, Mountain View, CA
1302, CorePower Yoga, 222%, $23.5 million, Consumer Products & Services, 673, Denver, CO
1303, Zipcar, 222%, $186.1 million, Consumer Products & Services, 712, Cambridge, MA
1304, Imperial Holdings, 222%, $78.9 million, Insurance, 131, Boca Raton, FL
1305, NetX, 222%, $12 million, Advertising & Marketing, 24, New York, NY
1306, U.S. Gas & Electric, 221%, $169.8 million, Energy, 150, North Miami Beach, FL
